name,profile,review_text,review_title,help_count,time_stamp,review_score,verified,product_name,product_link
McGee,https://www.amazon.com/gp/profile/amzn1.account.AHSQBKB7TKXKH4TTGPSCFVZXMOKA/ref=cm_cr_arp_d_pdp?ie=UTF8,All other keurig machines have failed in the iced coffee department. This keurig throws down in that department. Very pleased.,Very pleased.,14,2018-05-06 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
Monica,https://www.amazon.com/gp/profile/amzn1.account.AFHPE2VFTCXK3HFUCUDCV6FRVAYQ/ref=cm_cr_arp_d_pdp?ie=UTF8,I got this K-elite on the Amazon Prime day because of the price.  Not as fancy as my K425 that we gave to our parents.  Should have kept it and gave them this K-elite.  It's cheaper plastic.  Lid has to be taken all the way off instead of lifting a portion.  No display allowing easy understanding on how to modify.  And the K425 is just better looking.,Not as good as my last one,3,2018-08-07 00:00:00,3.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
J. Frazier,https://www.amazon.com/gp/profile/amzn1.account.AGNQW56PU525HBEPS7KPJDRNSV7A/ref=cm_cr_arp_d_pdp?ie=UTF8,I've only had my Keurig for a few weeks now but I love it! BUT... right off the bat I had a serious problem! After about 5 days of use one morning I turned it on and all it would do is pump out water non stop! I was really pissed and tried to remedy the problem myself to no avail.,LOVE IT! Please read for must know TIP,2,2018-08-29 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
E Family E,https://www.amazon.com/gp/profile/amzn1.account.AFNMXP2ES7PN72IWBQLWZIXHSJ7Q/ref=cm_cr_arp_d_pdp?ie=UTF8,"BEST COFFEE MAKER EVER.  My husband researched Keurig models and chose this one because it doesn't require the official K-Cup bar code on the pods, so you can use off brand pods in it (Walmart French Roast is my favorite!).  It works super fast, super smooth and the coffee is strong and good.  You can tell it is a well made machine and seems like it will last a long time.  VERY pleased with this purchase.",This is the best Keurig Model,3,2018-07-23 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
buckets' mom,https://www.amazon.com/gp/profile/amzn1.account.AH24ABCO6C64JHEECLG7JMOVJHJA/ref=cm_cr_arp_d_pdp?ie=UTF8,The second one I've had to return with the exact same problem! It works and then one day it turns off continuously when you try to use it.  Same exact problem with the first brand new one too. Clearly a design issue or a cord issue.,THIS KEURIG MODEL IS A DUD,4,2018-08-10 00:00:00,1.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
Bre,https://www.amazon.com/gp/profile/amzn1.account.AGJJRHDNUYG3PODWEQXJZRFYQGNA/ref=cm_cr_arp_d_pdp?ie=UTF8,"My original Keurig lasted me 7 years, it was heavy and very durable.  I lived it up until it got so loud from warm up to refilling for next cup that I bought the Elite as a replacement.  I was very disappointed with how loud it is.  Not as loud as my original, but still disappointed with how loud it is.  A friend of mine has a smaller Keurig, has the same whisper technology, but hers is waaaay quieter.  That is my only negative. being in a smaller house with a baby and toddler, during nap time, quite is a must.  I love my coffee while they sleep so the loud machine does not help.  Esthetically it is nice, sleek.  Not as durable as the original, but it seems solid.  Made a good/ same as my old Keurig cup of coffee.  Bonus is the larger water holder. Plus plus in my book.  It did not come with a water filter samoe pack but I don't think I need it.  My original Keurig, that I had for 7 years, I didn't have one nor did I need to sclae more than once a year.  I would recommend if noise isn't a concern.","Seems to be durable, sleek",,2018-09-07 00:00:00,4.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
nancy,https://www.amazon.com/gp/profile/amzn1.account.AHA5G4TMFTQSN3CP2E2IAFMSJHSA/ref=cm_cr_arp_d_pdp?ie=UTF8,Love the ease of this and it is fairly quiet.  Better than our original Keurig.  Pretty too.  It was defective as it quit working totally after less than 2 weeks. But I called Amazon. They shipped a new one that day (on a Saturday). It came on Monday.  Great service Amazon!  Keeping the box in case.,Worked for almost 2 weeks.,22,2018-04-30 00:00:00,3.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
Angela S.,https://www.amazon.com/gp/profile/amzn1.account.AE5F7IHNDJQYXAJ4BUWK7ZIKGAWA/ref=cm_cr_arp_d_pdp?ie=UTF8,"This is my first Keuring and I love it, produce strong coffe, have a lot of options but I prefer to use the manufacturer refillable cups to get the best of it.",Excellent!,,2018-08-03 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
Jason,https://www.amazon.com/gp/profile/amzn1.account.AHYBWDUNQ7KUCH64EG7JAQQZBPSA/ref=cm_cr_arp_d_pdp?ie=UTF8,Leaks after making a cup !,Leaking,3,2018-07-23 00:00:00,1.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
Chad J. LaFrenz,https://www.amazon.com/gp/profile/amzn1.account.AEFKQIBTDI2RNYVBCWTMV2WBJ2XA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Love this new model.  The Iced button is great and I thought it was gimmicky when I read about it, but use it all the time now to make iced coffee that tastes fantastic.",Love this new model,2,2018-07-14 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
AzBob,https://www.amazon.com/gp/profile/amzn1.account.AGKWFQMRMB4KHYBZQIUKNY2CNPLA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Convenient, not cheap, seems lighter weight construction than the K machine it replaced",K- Elite Coffee Maker,2,2018-05-18 00:00:00,4.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
BKF,https://www.amazon.com/gp/profile/amzn1.account.AE357BIMFMGTTKYJB5WW26JINL3A/ref=cm_cr_arp_d_pdp?ie=UTF8,"I had my old Keurig for over 10 years and it was time to trade it in!! This one is so much quieter. I love the hot water feature. I haven't tried the ice coffee feature, but am  looking forward to that. It came well packaged, seems to hold more water than my last one and came with a reusable filter which I use all the time. I'm very pleased with this Keurig!",Very quiet and brews delicious coffee,6,2018-04-24 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
R.Wright,https://www.amazon.com/gp/profile/amzn1.account.AF2TPMUPANMBBSAC7GVKCNVG6AHQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"I've had numerous Keurigs. Don't know why anyone would rather deal w buying filters cleaning coffee grounds. Keurig is so simple and clean uncomplucated. A family of 7 drinking different hot beverages of herbal teas hot chocolate coffee decaf and regular etc is a snap to accomodate w a Keurig. Many cup sizes available is priceless. Pop n a Pod 1 minute later done and their out each others way. No more morning conflicts. This latest Keurig with the additional hot water only button,  and iced tea or iced coffee button for lattes was the deal breaker for buying this new model. Super quiet operation. This new model has a much smaller footprint than my last one. More counter space. My kitchen is setvup like a 7 Eleven with cubicles for teas creamers sugar splenda stirrers various styrofoam cup sizes w tops. No one needs to know Im up although my coffee fills the kitchen w its wonderful aroma. No regrets. Love love love it.",Super quiet operation,10,2018-05-27 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
Tootsie,https://www.amazon.com/gp/profile/amzn1.account.AFNWUS4Q4XTX4OFZ6TB2QGAOAPIQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"This one replaces another that stopped functioning properly!  Spouse and I really like this one.  Though I seldomly drink coffee, I love the 'my k-cup' feature because it brews well and coffee tastes fabulous!  A happy camper customer!  The carafe holds a lot of water.  I recommend this Keurig K-Elite.",Love this Keurig!,,2018-08-17 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
SR,https://www.amazon.com/gp/profile/amzn1.account.AEP7Z3D6I5N4L5CIZOOBXNWCFT4Q/ref=cm_cr_arp_d_pdp?ie=UTF8,"Received undamaged, and made first test cup of coffee.  Quieter than my other Keurig 55 unit. Waited for a good sale before purchase. Very pleased with this new unit and will return here for a follow up once I had it for a month or so.  Heard good reviews of this so  hope for the long term.",Most recommended,,2018-07-31 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
MA resident,https://www.amazon.com/gp/profile/amzn1.account.AH5MOKI35CB2RA4QMSFJP5KPNQUA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Works great.  This model has the smallest cup size available of all the Keurig makers, and therefore the strongest, most concentrated cup of coffee.  You can always make a weaker cup by making the cup larger = using more water.  Love having a perfectly fresh cup every time.",Works great. This model has the smallest cup size available ...,,2018-09-02 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
wcjonkers,https://www.amazon.com/gp/profile/amzn1.account.AFWEFKHLABOCAIV2TMH6KJCO43SQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"This is my second Keurig. I like the different sizes of coffee, but the strong coffee setting, and the iced coffee setting. I hope that this one lasts longer than 2 and 1/2 years.",Love my Keurig,,2018-06-08 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
GC_From_SC,https://www.amazon.com/gp/profile/amzn1.account.AEBGT73BRQ2XEI76UUAVKLJEZGDQ/ref=cm_cr_arp_d_pdp?ie=UTF8,This is a replacement for me.  It's oh so much nicer than the old basic model that died.  It's quick and quiet compared to the older model.  It has a larger reservoir and I really like all the size options for my hot and iced coffee.  I wish I had bought this a LONG time ago.,Great upgrade,,2018-08-16 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
Mommy2many,https://www.amazon.com/gp/profile/amzn1.account.AH5DVCWE75HGBASIKMBWGFBQJL5Q/ref=cm_cr_arp_d_pdp?ie=UTF8,"Have used it daily for a week now. No complaints.  Coffee brews fast and tastes great. I ve also used it for the hot water only and so far, so good!",Coffee brews fast and tastes great. I ve also used it for the hot water ...,,2018-06-29 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
Mike McArdle,https://www.amazon.com/gp/profile/amzn1.account.AFF2YLSHIELLMX53ZEYMUZC25ZIQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Just used it this morning  MUCH better than our old one which was still in good shape but not heating the water hot enough sometimes.,Just used it this morning  MUCH better than our old one which was still in good ...,,2018-06-02 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
Beth D,https://www.amazon.com/gp/profile/amzn1.account.AFKZXUMEQKUXICWELL4NPZORPD7Q/ref=cm_cr_arp_d_pdp?ie=UTF8,This Keurig is the greatest!!  I have had no problems..  It works perfect.  It had a lot of bad reviews.  Read the instructions!!  Coffee taste delicious....I highly recommend!!,Coffee maker works perfect!!!,13,2018-04-15 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
Evaluator,https://www.amazon.com/gp/profile/amzn1.account.AHQA4XKKV6HOKDG5CCJ2BEXYWTDQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"Delivers great coffee, hot water, hot chocolate, hot cider, etc. in what ever size you select. Have used it for water-only as well. Convenient to use and glad the size of the machine is now slightly shorter than recent models but wish it was still slightly shorter to fit better under my cabinets without having to pull it forward; bought an organizer for pods on wheels with a brake to assist with this and the machine sits on top of this. Also wish the display was angled toward the user since I am short and cannot see it and it is up high on the kitchen counter (it is angled toward the ceiling on this model). Brews without leaving grounds and hot water seems hot enough on highest setting. Can use any generic pod with this machine. Heats up very quickly and brews in less than a minute. The only noise is at the very end of the cycle when it starts to ""spit"" for a little for a few seconds but no residual drips. Happy with purchase and would recommend.",Great Multi-Purpose Machine,15,2018-04-14 00:00:00,4.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
Kerry,https://www.amazon.com/gp/profile/amzn1.account.AGFCBW4XQJ62SAWF2BVJUTFK7FGA/ref=cm_cr_arp_d_pdp?ie=UTF8,"The Keurig K-Elite has been great thus far.  It has the option to adjust the strength of the coffee, with the nice addition of iced coffee mode.  With 5 different serve options (espresso - Large cup), it meets the needs of everyone in our family.  We highly recommend.",We love it!,,2018-07-30 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
K Foster,https://www.amazon.com/gp/profile/amzn1.account.AFIGMUGNAM4DXFKOSEL2UCZZNASA/ref=cm_cr_arp_d_pdp?ie=UTF8,"I went smaller than this one, couldn't get the water level right, then it stopped working. Went to this size and its working really well, heats up fast. Not quiet, but for the perfect cup every time. . . and cheaper than Starbucks.",I'm enjoying this one,,2018-08-22 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
starpilot51,https://www.amazon.com/gp/profile/amzn1.account.AFURQ4P2Z7YVVIQX5LJG5GDYQA4A/ref=cm_cr_arp_d_pdp?ie=UTF8,This model Keurig Elite is great.  It heats the water and makes the coffee in about a minute. The larger reservoir is nice because you don't have to fill it every to cups like the old one we had.  The features it has are also nice.,Great Coffee Maker,,2018-08-27 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
Amber Eddy,https://www.amazon.com/gp/profile/amzn1.account.AFOKBOY4IPKO533ARWLBGGZY52PQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"My husband bought this as an anniversary gift and I am in love all over again, this time with the Keurig XD. Instructions answered any questions I could have had. Includes a charcoal filter for water reservoir and your first sample of K-Cups.",Best gift ever,,2018-07-23 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
Zach Fowler,https://www.amazon.com/gp/profile/amzn1.account.AGRBS725RFL6REBPBKRQ2BJHHTPA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Looks and works great! The brushed silver looks great in my modern kitchen, and it cleans easily. The iced coffee setting really works, and the coffee taste and quality matches Starbucks. I purchased a hyper chiller to brew coffee into so that the iced coffee setting output can be poured on a glass of ice with no melting. Couldn t be happier with this unit.","Works perfectly, looks great, and the iced coffee setting actually works!",5,2018-07-13 00:00:00,5.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
KindleKen,https://www.amazon.com/gp/profile/amzn1.account.AEZ5TB3TMVTR7S7S22SSYDCEUO5A/ref=cm_cr_arp_d_pdp?ie=UTF8,Not quite the quality I remember in older models. I've had a few different models over the many years. Makes a great cup of coffee easily and quickly. This one may be slightly noisier than previous models I've had.,Still my choice for coffee making,,2018-09-01 00:00:00,4.0,True,Keurig K-Elite Single Serve K-Cup Pod Coffee Maker,https://www.amazon.com/Keurig-K-Elite-Temperature-Capability-Programmable/dp/B078NN17K3/ref=sr_1_2?s=kitchen&ie=UTF8&qid=1536938460&sr=1-2&keywords=keurig+coffee+maker
